Strain_Name,24_hr_Carb_1,24_hr_Carb_10,24_hr_Carb_11,24_hr_Carb_13,24_hr_Carb_14,24_hr_Carb_15,24_hr_Carb_16,24_hr_Carb_17,24_hr_Carb_18,24_hr_Carb_19,24_hr_Carb_2,24_hr_Carb_20,24_hr_Carb_21,24_hr_Carb_22,24_hr_Carb_23,24_hr_Carb_24,24_hr_Carb_25,24_hr_Carb_26,24_hr_Carb_27,24_hr_Carb_28,24_hr_Carb_3,24_hr_Carb_4,24_hr_Carb_5,24_hr_Carb_6,24_hr_Carb_7,24_hr_Carb_8,24_hr_Carb_9,72_hr_Carb_1,72_hr_Carb_10,72_hr_Carb_11,72_hr_Carb_13,72_hr_Carb_14,72_hr_Carb_15,72_hr_Carb_16,72_hr_Carb_17,72_hr_Carb_18,72_hr_Carb_19,72_hr_Carb_2,72_hr_Carb_20,72_hr_Carb_21,72_hr_Carb_22,72_hr_Carb_23,72_hr_Carb_24,72_hr_Carb_25,72_hr_Carb_26,72_hr_Carb_27,72_hr_Carb_28,72_hr_Carb_3,72_hr_Carb_4,72_hr_Carb_5,72_hr_Carb_6,72_hr_Carb_7,72_hr_Carb_8,72_hr_Carb_9,Bacteroides_Dropout_1,Bacteroides_Dropout_2,hc2_1,hc2_2
Bifidobacterium-catenulatum-DSM-16992-MAF-2,0.850574,0.17956,0.106981,31.8457,0.6055,17.4229,0.82072,14.5175,1.15003,1.80503,1.0882,8.87294,5.09536,0.160592,0.219575,0.528857,3.21248,5.32921,0.331781,0.11061,0.0641112,0.147964,12.4711,0.0493051,0.181834,0.410021,0.112932,0.362506,0.0483374,0,2.09728,0.0199833,1.57975,0.111191,99.977,0.0540469,0.121013,0.97836,0.822268,0.563936,0.0217252,0.132674,0.0078385,0.410844,0.186334,0.030725,0.0120964,0,0.028596,10.752,2.39084,0.0317411,0.0183382,0,99.5228,99.7241,97.5255,98.6515
Bifidobacterium-pseudocatenulatum-DSM-20438-MAF-2,1.53999,0.244697,0.196168,63.1076,0.451741,28.6122,1.01391,1.58179,2.08591,2.29413,2.42032,38.0089,13.0879,0.150304,0.225696,0.814811,6.38185,11.9808,0.193809,0.175813,0.103872,0.4382,99.9171,0.548711,0.337779,0.847789,0.201147,1.78517,0.148163,0.0597545,4.71904,0.0787117,13.7744,1.6495,12.1976,0.136894,0.318909,10.8887,3.44287,2.48558,0.0673986,0.242382,0.165111,1.99186,0.802056,0.0404042,0.0771393,0.350796,0.0507127,99.6843,34.292,0.07513,0.0462137,0.0427193,92.6014,95.0909,83.2971,88.9756
Bilophila-wadsworthia-ATCC-49260-MAF-3,0.38388099999999997,0.374985,0.2004,8.89413,0.283764,11.1394,6.57891,13.3366,1.57032,0.978678,0.938024,3.57656,4.59235,0.367628,0.272915,0.493641,1.72451,3.16048,0.0982253,0.108222,0.358088,0.450494,0.4459,1.55805,0.127344,39.1253,8.21696,0.152534,0.146278,0.145218,0.280647,0.287879,0.35179,11.3465,0.56254,0.24733,0.122501,0.380389,0.276448,0.136821,0.104835,0.0798314,0.110716,0.206572,0.237353,0.088145,0.0651995,3.77463,0.800018,9.39257,3.34804,0.932579,0.942618,3.11376,91.3455,87.7133,82.3562,88.1772
Blautia-hansenii-DSM-20583-MAF-2,0.666217,0.933499,0.794411,1.20293,0.456899,1.16581,1.0142,1.11111,0.907176,0.910666,0.718375,1.11496,0.774121,0.76701,0.920191,0.949548,1.04578,0.8543,0.585778,1.51716,0.94198,1.02526,1.24152,0.990942,1.45792,0.889496,1.05621,0.77249,0.964879,0.926551,0.411949,0.818842,0.905023,1.05719,1.44973,0.929128,0.929683,0.806415,0.350168,0.436773,0.900684,0.940545,0.948406,0.805958,0.321137,0.723301,1.39379,0.98693,1.20248,1.43267,1.09784,0.91794,0.740458,1.34281,17.5684,13.6561,11.2781,10.4054
Blautia-hydrogenotrophica-DSM-10507-MAF-2,0.28844,0.469852,0.3342,0.567871,0.237236,0.505433,0.87396,0.236152,0.445419,0.435412,0.281028,0.416424,0.35276,0.311876,0.435697,0.467457,0.492119,0.317435,0.237834,0.594215,0.45765,0.474328,0.537508,0.445077,0.671478,0.441484,0.348483,0.402226,0.51755,0.432361,0.259303,0.523395,0.597408,0.932463,0.781985,0.543837,0.506688,0.346003,0.250179,0.345034,0.515669,0.454172,0.384749,0.398263,0.567273,0.354756,0.55296,0.47678,0.810495,0.544008,0.536453,0.737366,0.480059,0.774544,3.19203,3.12224,2.52497,2.1689
Blautia-sp-KLE-1732-HM-1032-MAF-2,0.618275,1.08686,2.59467,0.918278,0.408978,1.53682,3.04602,3.02824,1.24847,1.07968,0.678629,1.44995,0.970623,0.742225,1.17807,1.16674,1.25254,0.74185,0.531213,4.0167,1.37481,1.70778,1.68086,1.45166,1.19088,1.24665,3.07978,0.779782,1.12407,2.22839,0.382484,0.798106,1.28557,3.0666,3.83794,1.09548,1.02139,1.04333,0.35808,0.4681,1.58145,1.11914,1.56551,0.836815,0.298503,0.762906,3.592,1.26404,3.06094,3.02108,2.02094,1.06342,0.800356,3.49593,36.3733,34.045,24.5394,20.4521
Blautia-wexlerae-DSM-19850-MAF-2,1.1653,2.39357,1.77731,1.35281,1.26631,2.42137,2.78059,2.1647,2.13376,2.07157,1.06807,2.12584,1.57598,1.59145,2.0772,2.25986,2.18858,1.0787,0.911299,3.24182,2.38415,2.76042,2.90341,2.73667,2.92806,2.22969,2.45488,1.79447,2.38783,2.00449,0.764684,2.2098,2.37779,2.47629,3.26412,2.45479,2.27011,1.83333,0.643123,1.31164,2.09812,2.26942,2.50864,1.97214,0.959915,1.80774,3.04941,2.53179,3.11847,3.10776,2.8583,2.37161,1.97901,2.8479,4.12442,4.01156,3.74868,3.7585
Bryantella-formatexigens-DSM-14469-MAF-2,2.23182,99.8869,63.685,16.6568,99.9909,91.3399,12.2351,5.33569,56.3915,34.438,5.64996,78.7501,99.9938,70.9833,67.9542,64.0121,97.121,12.5403,99.9933,99.9413,55.4713,99.9768,99.9937,88.2676,99.9943,53.9481,94.3806,4.54016,99.9705,84.2356,1.92231,99.992,59.0499,16.8624,99.9932,99.2416,79.8427,36.6021,0.654757,99.9924,84.0753,74.7327,37.0628,38.7431,2.54781,99.9926,99.6359,49.608,83.8324,99.9921,80.5515,99.9865,68.7685,25.999,55.0158,54.2659,43.0358,48.5288
Burkholderiales-bacterium-1-1-47-MAF-2,0.149039,0.0265327,31.2587,0.638152,0.0567965,0.312588,0.0401307,0.0107789,0.0165829,0.0150905,0.0531068,0.0855264,0.0274447,0.0105716,0.0279422,0.0533555,0.183366,0.296212,0.0648807,0.0144271,0.157165,0.194683,0.0416646,0.0257864,0.038804,5.53301,99.2096,0.0308857,0.04125,83.7261,0.893861,0.0753279,0.0254962,0.0159611,6.57235,0.0165829,0.0165829,0.0643003,0.0345754,0.487786,0.0275691,0.0273618,12.0018,0.0360678,0.0395088,0.013059,0.0105716,78.089,30.8923,0.0387626,0.0402965,25.1592,3.71358,95.8172,29.4025,28.8447,21.3163,24.2161
Butyricimonas-virosa-DSM-23226-MAF-2,2.21094,0.942855,0.131263,59.8312,0.286708,5.95645,29.9212,0.12638,0.547925,0.912252,1.83564,4.28365,5.87586,0.320365,0.362998,0.690842,9.87764,11.0832,0.139033,0.0484911,0.240316,0.231901,0.195959,0.0761439,0.278024,0.227351,0.224339,2.47753,5.56513,0.241895,6.60115,1.1523,0.743842,16.8151,0.269901,0.122952,0.290448,0.835942,1.23619,1.34398,0.945743,0.419363,0.341723,2.98507,2.84791,0.379016,0.415852,0.210232,1.00194,0.470347,0.156713,0.794847,0.488131,0.873359,99.9986,99.9948,99.9923,99.9967
Butyrivibrio-crossotus-DSM-2876-MAF-2,0.549711,0.560698,1.54383,1.26941,0.23563,1.59412,1.63664,1.84982,0.669807,0.652792,0.499658,1.57616,0.965842,0.421168,0.598813,0.646129,1.05925,0.750915,0.225041,2.05606,0.826312,0.917058,1.51611,1.82448,0.684958,0.678453,1.70847,0.572517,0.539161,1.66817,0.49014,0.440959,1.18176,1.61348,1.82884,0.593419,0.578545,1.10307,0.3353,0.4103,0.805847,0.576919,1.59095,0.547609,0.397252,0.369964,1.90773,1.25398,1.58191,1.6699600000000001,1.00499,0.559904,0.402527,1.7628,13.1564,11.0268,9.48657,9.58747
Catenibacterium-mitsuokai-DSM-15897-MAF-2,0.0914272,0.0735795,0.063467,0.232134,0.098521,0.159837,0.0709381,0.0494303,0.0629387,0.0753907,0.0978418,0.148027,0.101766,0.0479965,0.0721456,0.0795413,0.0942572,0.10037,0.0561468,0.0533545,0.0637689,0.0492794,0.0885595,8.83501,0.07407,0.0392046,0.0710891,0.0687874,0.0637311,0.0727871,0.116708,0.0536564,0.0536941,0.0408272,0.0678063,0.0510151,0.0698816,0.0464117,0.0614294,0.153875,0.046223,0.0671271,0.0434308,0.0843334,0.0673912,0.0241869,0.0512792,0.0495812,0.0679195,0.0696175,0.0477323,0.052449,0.0441477,0.0749756,68.0398,55.5235,40.6282,37.721
Clostridiales-bacterium-VE202-03,1.7727,1.29481,10.3054,13.162,2.32048,5.95065,97.8451,0.913336,1.44415,1.70236,1.00169,2.88586,3.04451,0.923076,1.1847,1.58273,3.45381,2.74747,0.726892,4.83259,1.26554,1.2727,1.33026,1.28841,1.45678,22.7562,4.13597,1.57105,19.2871,28.556,1.80113,42.037,42.8798,98.6164,11.6066,12.2964,11.8843,5.8709,0.810823,1.13103,43.0653,3.01918,3.1064,1.72803,1.10355,9.02078,7.84219,6.41666,44.2979,4.80025,8.14084,21.9511,41.9526,50.6656,97.4233,97.2155,95.7727,96.8058
Clostridiales-bacterium-VE202-14-MAF-2,10.7261,3.8651,2.00026,85.418,2.32435,26.4098,58.6363,21.3564,4.52838,5.73548,10.4413,18.2646,22.5291,2.47824,3.20577,5.55818,25.0388,33.8546,1.55857,2.06727,2.68041,2.05498,2.48883,2.17881,2.68141,23.2695,3.0376,9.51917,50.5265,1.68389,13.9467,2.29707,7.29742,25.5222,57.7338,2.22153,2.50368,6.81845,6.15633,6.85904,9.94927,3.31615,3.03404,8.43008,6.19452,1.71639,1.89794,18.6433,1.85206,1.90707,6.21961,2.10196,38.7801,16.5974,99.9962,99.9896,99.9727,99.9803
Clostridiales-bacterium-VE202-27-MAF-3,82.7025,99.9917,9.71065,36.4956,33.5306,99.9895,89.8561,5.33311,99.9912,99.9909,68.1571,99.9492,75.7197,98.5903,99.9944,99.9915,99.9903,55.0448,24.8966,99.9945,99.9898,99.992,99.993,99.9917,99.9923,99.9685,71.9701,94.2262,99.9928,2.82427,5.11775,96.1952,99.9646,99.0861,99.9757,99.9929,99.9919,97.7427,5.17861,9.74477,99.9478,99.9933,97.5533,99.9152,6.02725,85.3083,99.9905,99.9781,99.9927,99.9937,99.9922,99.9812,81.2531,99.987,99.6463,99.4168,98.5039,98.8368
Clostridium-asparagiforme-DSM-15981-MAF-2,95.5679,99.969,4.72498,99.9401,99.9181,99.9486,99.9884,10.5087,99.7731,99.5967,98.6124,99.6561,99.6545,98.7639,99.2021,99.96,99.9923,99.9806,1.39419,0.895364,96.1863,99.9923,99.9454,99.9794,1.80288,78.1928,13.5506,99.9459,0.574318,55.4007,99.9792,99.9591,99.9438,99.9934,99.9456,95.786,96.6706,99.0761,99.9307,60.4615,98.7614,31.5208,99.365,99.9498,99.9858,62.6228,29.4404,94.8488,99.9918,99.9609,99.9892,0.890784,99.927,99.7574,99.9852,99.9812,99.9708,99.9769
Clostridium-bartlettii-DSM-16795-MAF-2,0.156437,0.210764,0.205218,0.127946,0.0503748,0.214317,0.12157,0.212623,0.173771,0.153681,0.140133,0.177889,0.114066,0.0945399,0.206845,0.221589,0.257918,0.211328,0.0879317,0.344986,0.185626,0.220925,0.193961,0.15564,0.172875,0.139369,0.240119,0.103506,0.184962,0.183468,0.126418,0.107391,0.162182,0.112704,0.285313,0.189445,0.169455,0.079298,0.111509,0.141727,0.130835,0.172178,0.162215,0.166566,0.135882,0.109516,0.28797,0.135617,0.24324,0.267747,0.258549,0.182339,0.128843,0.281063,31.3577,21.5419,14.768,14.3393
Clostridium-bolteae-ATCC-BAA-613-MAF-2,15.9313,19.9618,1.49259,77.0968,47.5473,33.4505,87.5618,6.66487,9.75737,13.9216,11.2597,15.9563,10.5583,13.4892,2.71193,4.59407,16.8678,18.6524,1.58804,2.17488,22.209,94.0632,18.4064,99.9368,2.5991,43.7212,4.45194,19.9543,2.08463,91.9583,7.35871,94.638,2.95991,74.3735,99.9413,50.8833,23.0528,2.53571,2.98515,2.78653,20.0709,2.50592,17.0383,3.3657,2.28675,57.2035,98.6514,81.9191,99.9524,10.1214,99.9465,2.18506,77.3961,65.6534,99.9411,99.9382,99.9226,99.9351
Clostridium-hathewayi-DSM-13479-MAF-2,10.1666,99.9993,99.9998,33.4987,99.9926,97.1374,99.9884,99.9991,98.4017,98.3115,3.58296,96.254,83.8268,86.8106,46.4424,99.9816,99.9574,38.2179,99.9849,99.9982,99.9988,99.9989,99.9993,99.9969,99.9991,99.9997,99.9998,99.9262,99.9991,99.9997,99.9491,99.9996,99.9992,99.9962,99.9997,99.999,99.9992,98.9198,99.8835,99.9985,99.9933,99.9993,99.9941,99.9995,99.3675,99.9985,99.9994,99.9998,99.9982,99.9985,99.9926,99.9999,99.9998,99.9998,82.2738,83.7811,69.2685,73.7776
Clostridium-hylemonae-DSM-15053-MAF-2,0.934385,0.333306,0.424763,16.1548,0.376649,2.32519,26.0597,16.0983,0.405882,0.498121,0.741901,1.32647,1.99658,0.24923,0.277108,0.380013,3.06947,3.36869,0.226672,0.677018,0.309732,0.26359900000000003,0.849735,0.227846,4.40835,0.30329,2.62191,0.658868,0.239816,0.316903,1.28209,11.8357,0.383898,14.957,5.32211,0.206018,0.233687,0.451441,0.392739,0.469539,0.218562,0.247326,0.277473,0.810487,0.590282,0.241746,0.288687,0.65154,0.279768,0.362957,6.85668,2.11393,2.51243,26.2046,99.2578,99.117,97.4864,98.2872
Clostridium-leptum-DSM-753-MAF-2,0.485768,0.745843,0.22874,1.53159,0.19588,12.2831,0.624066,0.4284,0.826774,0.59526,0.432423,10.3494,1.89631,0.568375,0.627175,0.588676,0.973791,0.467539,0.399746,0.677807,0.589103,0.73865,87.2315,0.702254,0.610502,0.518323,0.433582,0.780624,0.738894,0.270775,0.435898,0.598339,61.7024,1.1009,0.982478,0.560998,0.568009,3.41644,0.174329,0.456748,0.716916,0.653147,0.486926,0.787421,0.369569,0.416298,0.571301,0.670796,3.00794,79.3748,0.967969,0.528656,0.441599,0.703351,82.0338,79.5394,72.9862,77.391
Clostridium-methylpentosum-DSM-5476,0.102604,97.8166,2.25332,5.72308,0.168812,0.494132,0.453021,86.2119,0.114535,0.104243,0.092082,0.465901,0.341822,97.3947,0.106629,0.100592,97.8483,0.595471,0.168755,0.3685,0.142565,0.211648,1.90641,2.91532,0.0658057,21.7657,0.351596,0.175597,97.8481,0.343259,0.222831,0.262906,0.329115,84.9307,9.4594,2.64577,0.0965955,0.26558,0.154869,0.3152,97.5859,0.140207,0.217139,97.8105,0.196152,0.10338,1.47124,0.189569,0.339148,0.53783,58.5201,0.26305,53.3701,0.35634,38.5855,36.7621,27.5449,32.2598
Clostridium-nexile-DSM-1787-MAF-2,1.6336,3.14716,3.76023,4.46007,1.65267,5.21591,3.6643,3.04561,3.09817,2.78414,1.83305,4.87244,3.06274,2.09958,2.79623,3.29051,3.2491,2.38803,1.3349,6.25802,3.69391,3.51745,5.66502,3.53511,3.37644,2.82471,2.9472,2.22251,3.14445,4.89346,1.08849,2.57858,4.32756,3.64799,5.64666,2.98721,2.87848,3.20261,0.855111,3.01306,3.04832,2.84943,4.86948,2.35346,1.28095,1.95692,5.82348,4.51586,3.7046,6.09137,3.73073,2.99233,2.43729,5.5446,60.4764,53.8336,49.8717,51.7385
Clostridium-saccharolyticum-WM1-MAF-2,99.9999,99.9974,96.564,100,99.9993,99.9998,99.9992,99.9983,99.9998,99.9996,99.9998,99.9999,99.9998,99.9996,99.9997,99.9998,99.9998,99.9999,99.9978,99.9327,99.9993,99.997,99.9982,63.2935,99.9994,99.8343,99.9333,99.9998,99.9977,99.0623,99.9997,99.9992,99.9995,99.9981,99.9998,99.9997,99.9998,99.9997,100,99.9998,99.9995,99.9998,99.998,99.9997,99.9999,99.9995,99.9995,99.9988,99.9997,99.9997,88.3192,99.9998,99.9979,99.9996,99.6808,99.56,98.1265,98.784
Clostridium-scindens-ATCC-35704-MAF-2,3.33772,1.453,1.24784,12.2643,0.974286,7.76801,99.8544,19.5147,1.55209,1.91299,1.5007,5.69845,4.82158,1.19562,1.56253,2.77918,5.87439,4.64673,0.826604,41.8623,1.42777,1.62375,1.54886,1.51483,1.39627,2.49977,3.19868,1.66323,1.31544,3.59132,1.69856,1.41766,1.80249,99.865,15.8901,1.3794,1.39668,1.35293,0.864173,1.5612,1.20577,1.2742,1.55383,2.14947,1.34399,1.06463,15.0308,4.17768,6.69931,3.22601,25.5987,12.1323,1.42619,9.00271,99.9696,99.9659,99.9622,99.9642
Clostridium-sp-ATCC-29733-VPI-C48-50-MAF-2,0.581034,0.502667,0.764234,5.1675,0.856074,1.3897,63.1243,0.44714,0.591235,0.84783,0.42446,1.14321,1.00415,0.425872,0.401781,0.486243,1.24169,0.660236,0.480661,0.824958,6.57849,1.05669,1.91058,0.468343,0.389463,5.31467,1.31653,0.80616,1.44715,5.17949,0.897679,8.78638,0.74149,84.027,0.48326,17.6983,15.0957,1.03478,0.304872,0.395846,2.25879,1.077,0.769719,0.829802,0.439152,19.2556,3.08491,11.5548,0.488681,5.51978,4.69713,9.24247,22.6092,4.39133,21.2416,20.7217,17.91,19.5505
Clostridium-sp-L2-50-MAF-3,0.307116,0.468149,0.590859,0.426464,0.242092,0.555086,0.674976,0.752367,0.426871,0.425139,0.316731,0.538337,0.343535,0.336333,0.43139,0.481432,0.502597,0.321487,0.245489,1.09278,0.526107,0.587496,0.686222,0.733172,0.619736,0.426735,0.711769,0.384507,0.467945,0.64243,0.284592,0.393612,0.502971,0.601357,0.957904,0.477967,0.455341,0.414233,0.278205,0.310616,0.437335,0.464649,0.640834,0.379717,0.267911,0.341599,0.911055,0.57214,0.728756,0.84936,0.586069,0.501374,0.404279,0.828908,2.27623,2.26206,2.10324,2.1456
Clostridium-sp-M62-1-MAF-2,2.56891,2.89088,2.17148,19.1202,1.73925,7.46496,3.13609,2.88346,2.78426,2.82221,3.84997,5.67598,4.83843,2.5114,2.46211,2.94907,6.21254,7.87023,1.23797,3.39274,2.50229,2.67777,2.87815,2.73533,3.39616,2.59392,2.66194,2.55618,3.01333,2.37746,1.86432,2.46504,2.67331,3.14922,3.16953,2.72267,2.55026,2.71941,1.59488,2.41367,2.9223,2.48279,2.46242,2.90271,2.01434,1.8694,3.32552,2.68786,3.17142,3.22852,2.89597,2.61146,2.58316,3.26147,99.9886,99.9817,99.9833,99.9815
Clostridium-spiroforme-DSM-1552-MAF-2,0.126638,0.137118,0.0526405,3.6199,0.0365043,0.214042,0.0735623,0.0312046,0.141864,0.135299,0.0740764,0.141825,0.450945,0.0578611,0.138107,0.118451,0.589882,1.34303,0.0235716,0.115841,0.122881,0.104095,0.131937,0.108801,0.113863,0.0950377,0.0611437,0.120349,0.12383,0.0650987,0.215466,0.0691327,0.133599,0.0806417,0.0907268,0.09484,0.108603,0.0656524,0.053036,0.10627,0.0771217,0.134429,0.0423181,0.108445,0.0697655,0.0261423,0.114259,0.11062,0.13609,0.133559,0.105716,0.0760934,0.0415271,0.123078,34.6453,26.5054,26.4096,29.0436
Clostridium-sporogenes-ATCC-15579-MAF-2,0.0174253,0.0146996,0.019275,0.0204431,0.0164032,0.0178878,0.013604400000000001,0.0164032,0.0177417,0.0191776,0.017109,0.0175714,0.0178634,0.0109517,0.0125823,0.0186422,0.0175957,0.0188856,0.0114871,0.019494,0.0272575,0.0164275,0.0182041,0.0148943,0.0159895,0.0231446,0.0309324,0.0170846,0.0162815,0.0315409,0.0166466,0.0275252,0.0121685,0.00435634,0.0152593,0.0176931,0.0166952,0.0169629,0.0186179,0.0292775,0.0263084,0.0183988,0.013142,0.0163058,0.0164762,0.0137261,0.0161111,0.0278173,0.0202241,0.017328,0.0181798,0.0297886,0.0291315,0.0294965,0.0330741,0.0404726,0.0383309,0.0137504
Collinsella-aerofaciens-ATCC-25986-MAF-2,0.284907,0.0287888,0.0615385,5.78393,0.0793427,1.74476,0.143413,0.187678,0.191639,0.10511,0.261835,0.511378,0.491287,0,0.00902456,0.106784,0.39116,0.877506,0.0202951,0.218468,0.0125772,0.0180083,0.0423869,0.0289929,0.0452862,0.0629678,0.114788,0.103354,0.0287071,0.0724824,0.468665,0.00208259,0.0763209,0.0846921,0.167016,0.0149865,0.0328723,0.0760758,0.0843654,0.0942066,0.0213568,0.0261753,0.0325456,0.132551,0.0730949,0.0664388,0.446083,0.0275637,0.101189,0.0211934,3.14541,0.00951458,0.014374,0.0947375,90.7132,91.4679,80.0061,85.1894
Collinsella-stercoris-DSM-13279-MAF-2,0.024586,0.00780251,0.0134106,0.15861,0.0191405,0.0527076,0.0203597,0.00743677,0.0181652,0.00707103,0.0149955,0.0462868,0.0140608,0,0.00670528,0.0309256,0.0288937,0.0421823,0.00219446,0.00280403,0.00719294,0.0068272,0.00792443,0.00633954,0.00902165,0.0202378,0.00215382,0.0317383,0.0173525,0.0259677,0.0352739,0.0151174,0.0186529,0.0210912,0.0271869,0.0195063,0.014264,0.008534,0.0230824,0.0134106,0.0102408,0.0103627,0.00646146,0.0258458,0.0315352,0.00414508,0.00479529,0.0140608,0.0190999,0,0.033242,0.0068272,0.00719294,0.0207254,2.63778,3.59452,1.74459,1.73679
Coprococcus-comes-ATCC-27758-MAF-2,0.739149,1.62748,84.5344,3.78297,0.955362,6.00649,94.8209,99.9997,1.22266,1.10597,0.804728,8.25282,2.07129,1.09805,1.06846,1.47172,1.72911,1.1065,1.11563,99.999,2.20568,22.6008,3.57971,12.2502,1.47765,21.9763,99.9979,0.978902,3.52904,62.4052,1.11809,1.29396,3.65113,97.1707,99.9993,1.03719,1.00635,2.68708,0.582526,1.79344,39.2486,1.14368,10.8093,1.13434,0.794114,5.8011,99.3402,1.4354,94.0969,66.8574,40.0265,1.31453,3.85703,99.2903,99.7354,99.4002,98.9653,99.1877
Coprococcus-eutactus-ATCC-27759-MAF-2,1.36969,1.80665,1.68308,1.61062,1.10094,1.93128,2.19691,1.94534,1.81696,1.81108,1.29533,1.80726,1.47607,1.61987,1.81818,1.91634,2.00563,1.22139,0.757998,2.61842,1.88518,1.97107,1.9431,1.93619,1.9076,1.77832,2.09351,1.657,1.94094,1.87385,0.700054,1.67753,1.81198,2.14189,2.29413,1.91464,1.86077,1.76567,0.547709,1.17447,1.91425,1.82223,2.02166,1.72391,1.10393,1.40136,2.36637,1.8284,2.20018,2.23237,2.06997,1.87574,1.72317,2.31125,88.9311,80.715,88.9027,86.2052
Desulfovibrio-piger-ATCC-29098-MAF-2,0.17992,99.9598,64.6884,99.9576,99.9186,99.8881,99.9566,0.431604,95.5978,99.8645,99.5086,98.4191,99.7845,59.9527,99.8971,7.83788,99.9535,74.5399,99.1596,0.146296,99.9516,99.9211,69.719,99.9389,99.9384,99.9158,43.7229,99.9696,99.9616,99.8227,99.9709,99.9581,99.9673,99.9638,41.2426,99.9414,99.9322,99.9674,99.9653,99.9643,99.9485,99.949,99.9501,99.9679,99.9671,99.9504,99.9329,99.9592,95.1662,38.3869,99.948,6.12463,99.9604,56.6046,76.9095,73.1915,64.8291,72.8998
Dorea-formicigenerans-ATCC-27755-MAF-2,1.35502,2.16865,5.84053,2.59379,1.31487,2.65649,6.17485,6.89617,2.03914,1.9946,1.31126,2.46071,1.77891,1.5821,2.00003,2.21469,2.21149,1.43148,0.938869,7.9335,2.34595,3.21933,2.73914,2.87146,2.31167,2.78509,6.84464,1.7844,2.24743,7.73449,1.13741,1.86795,2.3143,6.22776,7.3296,2.08017,2.06593,2.094,0.817676,1.69623,3.28162,2.09591,2.96048,1.82608,1.49302,1.67271,6.76203,2.40059,6.59445,5.25825,3.84891,2.18113,1.9442,15.82,86.2585,75.0986,76.8054,74.5697
Dorea-longicatena-DSM-13814-MAF-2,0.769941,0.914155,1.20789,1.13412,0.467711,1.19282,1.75571,1.70954,0.909018,0.90145,0.677132,1.20378,0.888984,0.767989,0.864018,1.01073,1.02361,0.854326,0.612234,2.27828,1.04347,1.13025,1.37998,1.32916,1.01255,0.911244,1.59759,0.943163,0.922854,1.32149,0.469253,0.820558,1.03577,1.54783,2.12732,0.914772,0.947512,0.925457,0.454321,0.506445,0.974807,0.914875,1.49834,0.840216,0.443533,0.766893,1.96081,1.1209,1.42793,1.85078,1.31437,0.996519,0.828469,1.87136,21.5547,22.658,17.7806,16.6963
Eggerthella-lenta-DSM-2243-MAF-2,98.1362,24.1085,54.9989,98.1877,49.0788,91.4496,97.3166,53.1956,71.9473,62.9464,97.291,92.0907,52.9974,61.2292,52.8454,96.9947,57.157,99.9132,94.6968,12.6924,17.2454,4.88759,18.5403,8.90258,37.6403,72.6779,36.8388,99.3243,47.7985,95.463,99.5499,54.7526,90.1254,99.4652,36.5629,72.2788,80.9677,98.3312,87.9697,45.5739,31.6296,28.5489,62.3357,70.3296,99.6608,33.7761,6.91246,38.3875,83.6858,52.8508,13.6373,27.9519,90.6993,22.1079,23.3181,21.1507,18.478,21.7221
Enterococcus-faecium-NCTC7171,0.237364,0.0841704,0.143183,11.5089,0.176589,2.3739,2.57674,0.0600253,0.256185,0.294652,1.00116,1.20148,0.838554,0.0571384,0.110865,0.208832,1.30875,4.02124,0.0892318,0.0578132,0.0629872,0.063587,0.083458,0.0456657,0.0801962,0.191024,0.0851077,0.0800087,0.0705606,0.0699607,2.93831,0.0611875,0.134598,0.673175,0.0780216,0.0456657,0.0448034,0.0433037,1.99441,0.145208,0.0346804,0.0655741,0.0632121,0.136585,0.390333,0.0476903,0.0500523,0.240551,0.0796713,0.0767094,0.0714979,0.06145,0.0610751,0.0647868,21.2223,20.3233,19.97,20.0477
Ethanoligens-harbinense-YUAN-3,0.324107,0.0327065,0.0180816,6.46439,0.0230342,1.65656,0.0566049,0.158181,0.0754177,0.101443,0.17038,0.517321,0.318456,0.0628869,0.0127303,0.0405175,0.295921,0.530716,0.0106695,0.0923693,0.00694681,0.0133286,0.0344349,0.00737891,0.0123647,0.167388,0.0462013,0.0513532,0.0485944,0.0131624,0.0386562,0.053414,0.0276543,0.0366286,0.0220702,0.0169515,0.0141595,0.0172174,0.0332716,0.0316761,0.0175498,0.00993826,0.0287511,0.138504,0.0663769,0.0059829,0.0134283,0.0130627,0.012132,0.0223361,0.0205745,0.0133286,0.011367499999999999,0.0131624,60.9242,66.2419,52.6038,60.1611
Eubacterium-biforme-DSM-3989-MAF-2,0.138057,0.15168,0.105596,0.498982,0.0952814,0.430284,0.206404,0.281874,0.134165,0.191731,0.0676078,0.22244,0.335509,0.0798683,0.184647,0.174566,0.403195,0.290515,0.108904,0.422422,0.147826,0.185269,0.35715,0.195584,0.292539,0.0884311,0.281213,0.100769,0.217263,0.122216,0.0711886,0.108087,0.111356,0.135683,0.386847,0.164874,0.146347,0.0807635,0.0433204,0.0640269,0.129611,0.18488,0.0866796,0.0924012,0.0532844,0.125874,0.319317,0.111551,0.209868,0.406503,0.165847,0.146269,0.0620808,0.199748,68.5904,52.493,43.7402,42.7044
