Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42.contigs__.RAST	k__Bacteria	5449	103	57	52	51	0	0	0	0	75.44	0.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10.contigs__.RAST	c__Gammaproteobacteria	119	544	284	42	486	16	0	0	0	94.0	3.32
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15.contigs__.RAST	s__algicola	47	571	303	10	547	14	0	0	0	97.98	2.61
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.52.contigs__.RAST	k__Archaea	207	145	103	0	143	2	0	0	0	100.0	1.94
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8.contigs__.RAST	k__Bacteria	2993	147	91	4	140	3	0	0	0	96.7	3.3
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009.contigs__.RAST	k__Bacteria	2258	188	117	3	179	6	0	0	0	98.29	3.47
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16.contigs__.RAST	k__Bacteria	2258	190	119	4	184	2	0	0	0	97.2	1.68
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17.contigs__.RAST	c__Gammaproteobacteria	119	544	284	58	476	10	0	0	0	85.03	1.6
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18.contigs__.RAST	c__Gammaproteobacteria	67	481	276	105	359	17	0	0	0	75.65	3.44
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4.contigs__.RAST	c__Gammaproteobacteria	119	544	284	18	489	34	3	0	0	96.54	8.06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5.contigs__.RAST	c__Alphaproteobacteria	564	349	230	1	336	11	1	0	0	99.57	4.23
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10.contigs__.RAST	p__Actinobacteria	732	199	116	6	190	3	0	0	0	96.55	2.16
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16.contigs__.RAST	p__Actinobacteria	732	199	116	47	151	1	0	0	0	81.58	0.86
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21.contigs__.RAST	k__Bacteria	169	316	236	11	290	15	0	0	0	96.19	4.03
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31.contigs__.RAST	c__Deltaproteobacteria	62	280	168	8	259	13	0	0	0	95.81	6.1
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34.contigs__.RAST	k__Bacteria	434	278	186	13	250	15	0	0	0	94.25	5.49
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36.contigs__.RAST	k__Bacteria	2993	147	91	33	108	6	0	0	0	77.08	2.1
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4.contigs__.RAST	k__Bacteria	434	278	186	47	188	41	2	0	0	88.08	19.71
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41.contigs__.RAST	k__Bacteria	169	316	236	26	276	14	0	0	0	91.67	5.08
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42.contigs__.RAST	c__Deltaproteobacteria	83	247	155	26	214	6	1	0	0	93.85	3.87
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45.contigs__.RAST	k__Bacteria	924	163	110	14	130	19	0	0	0	90.0	10.48
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49.contigs__.RAST	k__Bacteria	433	274	183	15	254	5	0	0	0	92.35	2.19
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51.contigs__.RAST	c__Deltaproteobacteria	62	280	168	6	255	19	0	0	0	96.73	6.56
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69.contigs__.RAST	c__Deltaproteobacteria	83	247	155	24	219	4	0	0	0	88.89	2.58
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.9.contigs__.RAST	p__Proteobacteria	1495	261	164	3	249	9	0	0	0	98.73	3.73
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022.contigs__.RAST	k__Bacteria	2258	190	119	6	174	9	1	0	0	94.96	7.48
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10.contigs__.RAST	k__Bacteria	2258	188	117	7	172	9	0	0	0	96.31	6.41
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18.contigs__.RAST	c__Deltaproteobacteria	83	247	155	52	183	12	0	0	0	76.99	5.32
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27.contigs__.RAST	k__Bacteria	2993	147	91	15	126	6	0	0	0	93.71	5.56
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.38.contigs__.RAST	c__Betaproteobacteria	235	419	211	40	365	13	1	0	0	88.88	2.98
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_concoct_out.67.contigs__.RAST	k__Bacteria	138	338	246	13	324	1	0	0	0	96.54	0.2
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.16.contigs__.RAST	k__Bacteria	434	278	186	5	266	7	0	0	0	97.85	2.6
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.4.contigs__.RAST	o__Oceanospirillales	43	529	233	93	422	14	0	0	0	89.85	1.43
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.5.contigs__.RAST	c__Gammaproteobacteria	263	506	232	5	487	14	0	0	0	98.71	1.73
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.119.contigs__.RAST	k__Bacteria	5443	105	59	4	97	4	0	0	0	95.76	1.31
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.29.contigs__.RAST	c__Gammaproteobacteria	67	481	276	23	446	12	0	0	0	95.68	2.8
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.35.contigs__.RAST	o__Rhizobiales	92	481	319	27	448	6	0	0	0	93.55	1.45
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.49.contigs__.RAST	f__Rhodobacteraceae	46	654	332	50	549	54	1	0	0	91.99	8.62
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.52.contigs__.RAST	k__Bacteria	2993	143	89	26	114	3	0	0	0	86.5	2.31
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.66.contigs__.RAST	k__Bacteria	2993	147	91	7	139	1	0	0	0	92.31	1.1
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.84.contigs__.RAST	c__Deltaproteobacteria	83	247	155	11	230	6	0	0	0	94.52	2.6
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.93.contigs__.RAST	k__Bacteria	924	161	108	46	111	4	0	0	0	63.27	2.14
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.98.contigs__.RAST	k__Bacteria	5443	105	59	0	105	0	0	0	0	100.0	0.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_maxbin.001.contigs__.RAST	o__Actinomycetales	488	310	185	51	250	9	0	0	0	81.57	3.15
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.10.contigs__.RAST	k__Bacteria	433	274	183	48	177	46	3	0	0	87.45	20.75
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.12.contigs__.RAST	c__Gammaproteobacteria	67	481	276	17	427	36	1	0	0	95.95	7.82
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.24.contigs__.RAST	k__Bacteria	434	278	186	26	241	11	0	0	0	87.63	4.14
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.32.contigs__.RAST	c__Deltaproteobacteria	83	247	155	41	173	32	0	1	0	81.02	13.11
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.50.contigs__.RAST	c__Gammaproteobacteria	119	544	284	81	430	33	0	0	0	83.23	6.79
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.61.contigs__.RAST	k__Bacteria	5443	105	59	6	99	0	0	0	0	89.83	0.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.7.contigs__.RAST	k__Bacteria	2993	142	88	8	129	5	0	0	0	96.11	4.36
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.9.contigs__.RAST	k__Bacteria	2993	142	88	11	120	11	0	0	0	93.27	11.36
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.19.contigs__.RAST	f__Halobacteriaceae	40	417	263	80	282	53	2	0	0	85.45	15.99
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.67.contigs__.RAST	f__Halobacteriaceae	51	395	250	15	375	5	0	0	0	95.73	0.72
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.9.contigs__.RAST	f__Halobacteriaceae	40	417	263	67	350	0	0	0	0	82.67	0.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.14.contigs__.RAST	f__Halobacteriaceae	40	417	263	41	368	8	0	0	0	94.77	1.63
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.16.contigs__.RAST	f__Halobacteriaceae	40	417	263	62	338	17	0	0	0	83.54	3.72
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.11.contigs__.RAST	k__Archaea	207	149	107	21	95	28	5	0	0	87.28	23.04
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.29.contigs__.RAST	f__Halobacteriaceae	40	417	263	24	381	10	2	0	0	93.99	1.66
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.45.contigs__.RAST	f__Halobacteriaceae	51	395	250	53	325	17	0	0	0	91.49	4.48
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_maxbin.035.contigs__.RAST	k__Archaea	207	149	107	18	123	8	0	0	0	85.36	2.3
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_metabat.14.contigs__.RAST	f__Halobacteriaceae	40	417	263	9	391	15	2	0	0	97.87	3.6
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_concoct_out.110.contigs__.RAST	c__Gammaproteobacteria	263	507	232	6	493	8	0	0	0	98.6	1.67
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_concoct_out.40.contigs__.RAST	k__Bacteria	434	278	186	9	256	12	1	0	0	95.97	5.65
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.10.contigs__.RAST	k__Bacteria	433	274	183	7	263	4	0	0	0	96.99	1.37
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.13.contigs__.RAST	f__Rhodobacteraceae	67	617	330	15	592	10	0	0	0	95.85	1.59
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.22.contigs__.RAST	c__Gammaproteobacteria	67	481	276	100	369	10	2	0	0	78.72	3.68
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.124.contigs__.RAST	c__Gammaproteobacteria	263	503	230	18	475	10	0	0	0	96.79	1.85
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.143.contigs__.RAST	k__Bacteria	5449	104	58	13	71	20	0	0	0	90.86	9.4
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.32.contigs__.RAST	f__Rhodobacteraceae	46	654	332	85	561	7	1	0	0	87.83	1.3
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.39.contigs__.RAST	c__Gammaproteobacteria	119	544	284	93	439	11	1	0	0	84.38	3.46
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.4.contigs__.RAST	k__Bacteria	2921	140	85	13	122	5	0	0	0	89.73	3.6
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.80.contigs__.RAST	k__Bacteria	2993	143	89	10	132	1	0	0	0	92.07	1.12
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.10.contigs__.RAST	f__Rhodobacteraceae	46	654	332	16	610	28	0	0	0	96.29	3.17
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.16.contigs__.RAST	f__Rhodobacteraceae	46	654	332	94	537	23	0	0	0	86.56	5.2
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.19.contigs__.RAST	f__Rhodobacteraceae	67	617	330	5	600	12	0	0	0	98.64	1.97
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.20.contigs__.RAST	p__Bacteroidetes	350	316	210	6	300	10	0	0	0	99.44	3.6
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.38.contigs__.RAST	f__Rhodobacteraceae	46	654	332	4	630	19	1	0	0	99.05	3.13
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.43.contigs__.RAST	k__Bacteria	901	171	117	32	103	33	3	0	0	79.58	25.53
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.44.contigs__.RAST	c__Deltaproteobacteria	83	247	155	2	242	3	0	0	0	98.71	1.94
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.45.contigs__.RAST	c__Deltaproteobacteria	83	247	155	2	242	3	0	0	0	98.71	1.51
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.50.contigs__.RAST	c__Gammaproteobacteria	119	544	284	18	508	17	1	0	0	95.19	4.11
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.52.contigs__.RAST	p__Firmicutes	930	207	114	4	197	6	0	0	0	98.1	2.07
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.55.contigs__.RAST	f__Rhodobacteraceae	46	654	332	7	626	21	0	0	0	98.87	4.01
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.62.contigs__.RAST	c__Deltaproteobacteria	62	280	168	47	222	11	0	0	0	85.91	3.76
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.16.contigs__.RAST	f__Halobacteriaceae	40	417	263	25	345	44	2	1	0	94.92	12.62
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.17.contigs__.RAST	f__Halobacteriaceae	60	359	235	29	315	15	0	0	0	92.0	5.34
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.29.contigs__.RAST	k__Archaea	207	149	107	18	131	0	0	0	0	83.8	0.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.118.contigs__.RAST	c__Spirochaetia	72	215	125	36	173	6	0	0	0	79.31	2.11
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.37.contigs__.RAST	c__Deltaproteobacteria	62	280	168	8	267	5	0	0	0	96.34	2.28
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.65.contigs__.RAST	c__Gammaproteobacteria	263	507	232	24	480	3	0	0	0	95.91	0.57
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.7.contigs__.RAST	p__Bacteroidetes	364	298	198	5	288	5	0	0	0	97.98	2.53
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.71.contigs__.RAST	p__Bacteroidetes	364	298	198	0	295	3	0	0	0	100.0	1.52
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.88.contigs__.RAST	p__Bacteroidetes	364	298	198	57	230	11	0	0	0	79.49	5.3
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.95.contigs__.RAST	c__Deltaproteobacteria	83	247	155	5	234	8	0	0	0	97.72	4.84
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.98.contigs__.RAST	p__Bacteroidetes	350	316	210	32	272	12	0	0	0	91.09	4.21
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_maxbin.062.contigs__.RAST	c__Deltaproteobacteria	83	247	155	26	212	9	0	0	0	86.24	2.47
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.17.contigs__.RAST	f__Rhodobacteraceae	46	654	332	9	598	46	1	0	0	98.24	8.64
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.25.contigs__.RAST	c__Gammaproteobacteria	119	544	284	91	440	12	1	0	0	84.65	3.76
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.7.contigs__.RAST	k__Bacteria	2993	147	91	4	140	3	0	0	0	96.7	3.3
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.100.contigs__.RAST	s__algicola	47	571	303	10	547	10	4	0	0	97.36	3.4
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.104.contigs__.RAST	p__Bacteroidetes	350	316	210	55	247	13	1	0	0	80.7	3.48
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.18.contigs__.RAST	f__Rhodobacteraceae	67	617	330	1	610	6	0	0	0	99.7	1.04
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21.contigs__.RAST	k__Bacteria	2993	147	91	4	140	2	1	0	0	95.6	3.36
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.45.contigs__.RAST	f__Rhodobacteraceae	46	654	332	106	428	114	6	0	0	81.45	19.88
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.47.contigs__.RAST	f__Rhodobacteraceae	46	654	332	103	419	126	6	0	0	82.78	21.44
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.35.contigs__.RAST	f__Halobacteriaceae	40	417	263	21	375	21	0	0	0	96.47	1.82
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.60.contigs__.RAST	f__Halobacteriaceae	51	395	250	32	352	8	3	0	0	98.31	2.5
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.20.contigs__.RAST	f__Halobacteriaceae	60	359	235	88	267	4	0	0	0	79.35	1.32
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.29.contigs__.RAST	k__Archaea	207	149	107	18	131	0	0	0	0	84.89	0.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12.contigs__.RAST	k__Bacteria	88	230	148	1	226	3	0	0	0	99.32	2.03
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17.contigs__.RAST	c__Deltaproteobacteria	83	247	155	9	235	3	0	0	0	95.3	1.94
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25.contigs__.RAST	c__Deltaproteobacteria	83	247	155	2	239	6	0	0	0	99.19	2.74
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26.contigs__.RAST	k__Bacteria	434	278	186	43	212	22	1	0	0	80.56	8.04
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43.contigs__.RAST	k__Bacteria	434	278	186	26	233	18	1	0	0	90.49	7.41
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51.contigs__.RAST	k__Bacteria	433	274	183	6	264	4	0	0	0	96.99	1.91
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57.contigs__.RAST	k__Bacteria	88	230	148	34	181	15	0	0	0	85.44	8.06
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.13.contigs__.RAST	p__Bacteroidetes	350	316	210	5	294	15	2	0	0	98.1	7.62
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.2.contigs__.RAST	p__Bacteroidetes	364	298	198	2	286	8	1	1	0	98.99	5.33
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22.contigs__.RAST	c__Spirochaetia	72	215	125	32	169	14	0	0	0	83.05	7.65
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8.contigs__.RAST	c__Alphaproteobacteria	468	388	250	3	378	7	0	0	0	99.0	2.4
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.12.contigs__.RAST	k__Archaea	207	149	107	16	129	3	1	0	0	86.92	4.21
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17.contigs__.RAST	k__Bacteria	5449	104	58	51	53	0	0	0	0	77.59	0.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2.contigs__.RAST	c__Gammaproteobacteria	119	544	284	91	441	12	0	0	0	84.88	2.79
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20.contigs__.RAST	c__Gammaproteobacteria	119	544	284	108	410	26	0	0	0	83.69	4.88
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21.contigs__.RAST	p__Proteobacteria	2231	190	119	6	166	18	0	0	0	97.34	10.77
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.37.contigs__.RAST	f__Halobacteriaceae	60	359	235	48	305	6	0	0	0	87.25	2.34
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38.contigs__.RAST	c__Gammaproteobacteria	119	544	284	72	469	3	0	0	0	81.75	0.7
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.40.contigs__.RAST	f__Halobacteriaceae	60	359	235	71	261	26	1	0	0	82.11	8.46
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46.contigs__.RAST	c__Spirochaetia	72	215	125	3	202	10	0	0	0	98.67	5.73
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68.contigs__.RAST	k__Bacteria	2993	147	91	7	126	14	0	0	0	93.41	8.26
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7.contigs__.RAST	c__Gammaproteobacteria	119	544	284	83	442	17	2	0	0	85.74	4.61
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89.contigs__.RAST	c__Gammaproteobacteria	119	544	284	40	482	21	1	0	0	92.03	4.96
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_maxbin.037.contigs__.RAST	k__Bacteria	2993	147	91	15	107	24	1	0	0	85.06	18.16
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11.contigs__.RAST	k__Bacteria	433	274	183	24	233	16	1	0	0	92.9	7.69
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13.contigs__.RAST	k__Bacteria	2993	147	91	3	140	3	0	1	0	97.74	5.86
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15.contigs__.RAST	k__Bacteria	2993	147	91	3	141	3	0	0	0	96.7	3.3
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18.contigs__.RAST	c__Gammaproteobacteria	112	581	290	116	419	45	1	0	0	79.46	7.72
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23.contigs__.RAST	c__Gammaproteobacteria	119	544	284	8	518	18	0	0	0	98.12	2.43
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25.contigs__.RAST	c__Alphaproteobacteria	564	349	230	45	293	11	0	0	0	84.57	2.09
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27.contigs__.RAST	k__Bacteria	2258	188	117	22	162	4	0	0	0	85.77	3.42
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8.contigs__.RAST	k__Bacteria	433	274	183	12	252	7	3	0	0	94.54	6.28
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34.contigs__.RAST	o__Actinomycetales	69	400	198	57	334	9	0	0	0	86.56	2.38
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44.contigs__.RAST	o__Actinomycetales	488	310	185	45	254	8	0	3	0	88.54	4.32
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002.contigs__.RAST	o__Actinomycetales	488	310	185	60	247	3	0	0	0	83.39	1.62
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005.contigs__.RAST	c__Betaproteobacteria	235	420	211	15	358	44	2	0	1	96.88	15.87
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017.contigs__.RAST	o__Actinomycetales	488	310	185	70	232	8	0	0	0	79.6	3.33
