#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/545/1.f:NCJBIN_00685 -           1260 GH106.hmm            -            824  6.9e-213  713.6   0.0   1   3   4.6e-31   1.9e-28  103.6   0.0     2   158    25   172    23   196 0.90 [190263/545/1]
190263/545/1.f:NCJBIN_00685 -           1260 GH106.hmm            -            824  6.9e-213  713.6   0.0   2   3  2.5e-139  9.9e-137  461.7   0.0    92   652   344   895   314   932 0.92 [190263/545/1]
190263/545/1.f:NCJBIN_00685 -           1260 GH106.hmm            -            824  6.9e-213  713.6   0.0   3   3   1.7e-43   6.8e-41  144.7   0.0   663   823  1068  1254  1045  1255 0.94 [190263/545/1]
190263/585/1.f:DLBDDB_08630 -           1093 GH106.hmm            -            824  6.9e-211  707.0   0.0   1   2   2.8e-26   1.1e-23   87.7   0.1     2   144    32   162    30   204 0.92 [190263/585/1]
190263/585/1.f:DLBDDB_08630 -           1093 GH106.hmm            -            824  6.9e-211  707.0   0.0   2   2  2.2e-186  8.9e-184  617.3   0.0    94   823   374  1091   345  1092 0.95 [190263/585/1]
190263/365/1.f:JJMMAK_16200 -            960 GH106.hmm            -            824    4e-191  641.7   0.0   1   1  1.2e-193  4.7e-191  641.4   0.0     3   821    46   954    44   957 0.92 [190263/365/1]
190263/564/1.f:KIHMBJ_09815 -            959 GH106.hmm            -            824    4e-191  641.7   0.1   1   1  1.2e-193    5e-191  641.3   0.1     4   823    47   958    44   959 0.91 [190263/564/1]
190263/564/1.f:KIHMBJ_09780 -            962 GH106.hmm            -            824  2.6e-189  635.7   1.0   1   1  7.9e-192  3.2e-189  635.4   1.0     3   823    46   960    44   961 0.92 [190263/564/1]
190263/497/1.f:HENFFC_17265 -            960 GH106.hmm            -            824    8e-189  634.0   0.0   1   1  2.4e-191  9.7e-189  633.8   0.0     3   823    46   956    44   957 0.92 [190263/497/1]
190263/564/1.f:KIHMBJ_09790 -            971 GH106.hmm            -            824  5.8e-188  631.2   0.0   1   1  1.6e-190  6.6e-188  631.0   0.0     3   823    54   967    51   968 0.92 [190263/564/1]
190263/564/1.f:KIHMBJ_09795 -            969 GH106.hmm            -            824  1.1e-186  626.9   0.0   1   1  3.2e-189  1.3e-186  626.7   0.0     3   823    52   965    49   966 0.93 [190263/564/1]
190263/497/1.f:HENFFC_08395 -            671 GH106.hmm            -            824  4.8e-185  621.5   0.0   1   1    2e-187  8.1e-185  620.8   0.0   202   823    17   663    15   664 0.96 [190263/497/1]
190263/564/1.f:KIHMBJ_09895 -            957 GH106.hmm            -            824  1.7e-180  606.5   0.0   1   1  4.7e-183  1.9e-180  606.3   0.0     2   823    42   955    40   956 0.93 [190263/564/1]
190263/564/1.f:KIHMBJ_08035 -            976 GH106.hmm            -            824  3.6e-175  588.9   0.0   1   1  1.1e-177  4.6e-175  588.5   0.0     5   822    60   975    57   976 0.90 [190263/564/1]
190263/580/1.f:JCPJNN_17890 -            896 GH106.hmm            -            824  1.7e-173  583.4   0.0   1   1    5e-176    2e-173  583.1   0.0     5   822     8   884     5   886 0.90 [190263/580/1]
190263/502/1.f:NONHGB_06550 -            983 GH106.hmm            -            824  2.2e-173  583.0   0.0   1   2   1.1e-37   4.7e-35  125.4   0.1     2   159    40   186    38   192 0.95 [190263/502/1]
190263/502/1.f:NONHGB_06550 -            983 GH106.hmm            -            824  2.2e-173  583.0   0.0   2   2    2e-137  8.1e-135  455.4   0.0    95   657   192   742   189   769 0.94 [190263/502/1]
190263/556/1.f:EMIPPF_10120 -            947 GH106.hmm            -            824  4.5e-166  558.8   0.0   1   1  1.3e-168  5.1e-166  558.6   0.0     2   823    36   947    34   947 0.90 [190263/556/1]
190263/477/1.f:PCLDCI_05835 -           1051 GH106.hmm            -            824  9.5e-145  488.2   0.1   1   1  3.2e-147  1.3e-144  487.8   0.1     3   818    41   975    39   981 0.91 [190263/477/1]
190263/477/1.f:PCLDCI_08560 -           1323 GH106.hmm            -            824  7.2e-125  422.5  12.6   1   1  7.6e-125  3.1e-122  413.8  12.6     3   792    41   975    38   988 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_06515 -           1100 GH106.hmm            -            824  5.2e-124  419.7   5.3   1   1  1.4e-125  5.6e-123  416.2   5.3     4   787    38  1000    35  1010 0.91 [190263/477/1]
190263/477/1.f:PCLDCI_07850 -           1318 GH106.hmm            -            824  1.3e-123  418.3   4.6   1   1  2.2e-124  8.9e-122  412.3   0.3     3   794    46   970    44   987 0.89 [190263/477/1]
190263/477/1.f:PCLDCI_07050 -           1066 GH106.hmm            -            824  3.7e-123  416.8   0.0   1   1  1.2e-124  4.8e-122  413.1   0.0    11   785    50   952    43   980 0.89 [190263/477/1]
190263/477/1.f:PCLDCI_06500 -           1274 GH106.hmm            -            824  1.7e-116  394.8  15.2   1   2   2.5e-58   9.9e-56  193.8   3.1     3   332    38   451    36   460 0.92 [190263/477/1]
190263/477/1.f:PCLDCI_06500 -           1274 GH106.hmm            -            824  1.7e-116  394.8  15.2   2   2   3.2e-61   1.3e-58  203.3   2.0   339   786   489   990   482  1006 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_03210 -           1278 GH106.hmm            -            824  5.1e-114  386.6  13.2   1   2   3.7e-58   1.5e-55  193.2   4.2     3   331    41   456    39   465 0.94 [190263/477/1]
190263/477/1.f:PCLDCI_03210 -           1278 GH106.hmm            -            824  5.1e-114  386.6  13.2   2   2   3.2e-59   1.3e-56  196.7   1.7   339   784   488   988   483   996 0.83 [190263/477/1]
190263/477/1.f:PCLDCI_11415 -           1122 GH106.hmm            -            824  5.3e-111  376.6  20.8   1   2   7.3e-99     3e-96  327.8  13.9    12   674    47   844    42   850 0.90 [190263/477/1]
190263/477/1.f:PCLDCI_11415 -           1122 GH106.hmm            -            824  5.3e-111  376.6  20.8   2   2   3.9e-16   1.6e-13   54.2   1.1   625   823   844  1040   828  1041 0.82 [190263/477/1]
190263/564/1.f:KIHMBJ_04150 -           1235 GH106.hmm            -            824  8.1e-110  372.7   0.0   1   2   5.8e-87   2.4e-84  288.5   0.0    20   682    60   773    40   788 0.84 [190263/564/1]
190263/564/1.f:KIHMBJ_04150 -           1235 GH106.hmm            -            824  8.1e-110  372.7   0.0   2   2   1.6e-24   6.3e-22   82.0   0.0   695   823  1121  1231  1114  1232 0.88 [190263/564/1]
190263/477/1.f:PCLDCI_07830 -           1252 GH106.hmm            -            824  9.2e-110  372.5   4.3   1   1  6.6e-111  2.7e-108  367.7   4.3     3   823    44   986    42   987 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_07840 -           1287 GH106.hmm            -            824  1.6e-106  361.8   3.4   1   1     7e-97   2.8e-94  321.3   1.6     3   594    38   722    35   735 0.92 [190263/477/1]
190263/477/1.f:PCLDCI_06510 -           1263 GH106.hmm            -            824  3.7e-106  360.6  13.7   1   2   1.2e-52   4.8e-50  175.0   0.4     4   319    42   437    39   449 0.94 [190263/477/1]
190263/477/1.f:PCLDCI_06510 -           1263 GH106.hmm            -            824  3.7e-106  360.6  13.7   2   2   3.9e-56   1.6e-53  186.5   7.4   338   823   477   996   463   997 0.84 [190263/477/1]
190263/556/1.f:EMIPPF_10265 -           1202 GH106.hmm            -            824  8.3e-106  359.4   0.0   1   2   9.8e-80     4e-77  264.6   0.0     2   680    37   758    36   770 0.87 [190263/556/1]
190263/556/1.f:EMIPPF_10265 -           1202 GH106.hmm            -            824  8.3e-106  359.4   0.0   2   2   1.7e-27   6.7e-25   91.8   0.0   694   786  1089  1178  1083  1199 0.89 [190263/556/1]
190263/405/1.f:EHKDKA_03080 -           1187 GH106.hmm            -            824    8e-103  349.6   0.0   1   2     2e-84   8.3e-82  280.0   0.0     3   693    39   756    37   774 0.88 [190263/405/1]
190263/405/1.f:EHKDKA_03080 -           1187 GH106.hmm            -            824    8e-103  349.6   0.0   2   2   4.9e-20     2e-17   67.1   0.0   694   823  1071  1182  1061  1183 0.90 [190263/405/1]
190263/477/1.f:PCLDCI_02965 -           1278 GH106.hmm            -            824  1.6e-101  345.3   5.3   1   1   1.4e-94   5.6e-92  313.7   1.5     3   647    41   787    39   809 0.89 [190263/477/1]
190263/477/1.f:PCLDCI_07715 -           1277 GH106.hmm            -            824  1.2e-100  342.3   8.0   1   2   1.9e-49   7.8e-47  164.4   0.3     3   319    39   435    36   441 0.92 [190263/477/1]
190263/477/1.f:PCLDCI_07715 -           1277 GH106.hmm            -            824  1.2e-100  342.3   8.0   2   2   1.6e-53   6.6e-51  177.8   2.6   327   790   464   983   459  1002 0.84 [190263/477/1]
190263/477/1.f:PCLDCI_12920 -           1066 GH106.hmm            -            824   2.6e-99  338.0  21.4   1   1  8.4e-101   3.4e-98  334.3  21.4     4   786    38   974    35   980 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_06445 -           1284 GH106.hmm            -            824   8.2e-96  326.4  18.9   1   1     8e-81   3.2e-78  268.2  10.6     3   652    43   797    41   846 0.85 [190263/477/1]
190263/384/1.f:CDKGIA_05690 -           1207 GH106.hmm            -            824   4.2e-95  324.0   0.0   1   2   1.6e-74   6.5e-72  247.3   0.0     4   654     5   714     2   744 0.88 [190263/384/1]
190263/384/1.f:CDKGIA_05690 -           1207 GH106.hmm            -            824   4.2e-95  324.0   0.0   2   2   3.4e-22   1.4e-19   74.3   0.0   694   823  1074  1200  1059  1201 0.83 [190263/384/1]
190263/477/1.f:PCLDCI_06520 -           1353 GH106.hmm            -            824   5.7e-94  320.3  12.9   1   1   1.9e-87   7.6e-85  290.1   6.9     5   675    45   888    42   902 0.90 [190263/477/1]
190263/365/1.f:JJMMAK_14875 -           1037 GH106.hmm            -            824   6.6e-92  313.5   0.2   1   1   2.8e-78   1.1e-75  259.7   0.0     2   652    40   715    38   755 0.83 [190263/365/1]
190263/497/1.f:HENFFC_16030 -           1037 GH106.hmm            -            824   6.7e-92  313.4   0.6   1   2   1.3e-76   5.3e-74  254.2   0.0     2   652    40   713    38   764 0.84 [190263/497/1]
190263/497/1.f:HENFFC_16030 -           1037 GH106.hmm            -            824   6.7e-92  313.4   0.6   2   2   4.4e-17   1.8e-14   57.3   0.1   686   787   898   995   878  1035 0.84 [190263/497/1]
190263/580/1.f:JCPJNN_17530 -            999 GH106.hmm            -            824   9.9e-92  312.9   0.0   1   1     9e-94   3.7e-91  311.0   0.0     3   788    23   960    20   990 0.88 [190263/580/1]
190263/580/1.f:JCPJNN_30620 -           1064 GH106.hmm            -            824   1.6e-89  305.6   0.0   1   1   2.1e-78   8.7e-76  260.1   0.0     4   677     4   647     2   656 0.89 [190263/580/1]
190263/477/1.f:PCLDCI_02995 -           1224 GH106.hmm            -            824   3.9e-89  304.3  22.9   1   2   4.1e-73   1.7e-70  242.7  16.8     3   680    45   846    43   882 0.84 [190263/477/1]
190263/477/1.f:PCLDCI_02995 -           1224 GH106.hmm            -            824   3.9e-89  304.3  22.9   2   2   1.9e-19   7.6e-17   65.2   0.4   682   801   923  1037   879  1063 0.75 [190263/477/1]
190263/460/1.f:IHFGKI_11010 -            640 GH106.hmm            -            824   1.4e-88  302.5   0.3   1   2   4.4e-56   1.8e-53  186.3   0.0    10   263    24   366    19   376 0.94 [190263/460/1]
190263/460/1.f:IHFGKI_11010 -            640 GH106.hmm            -            824   1.4e-88  302.5   0.3   2   2   1.6e-22   6.5e-20   75.3   0.0   302   506   378   544   367   549 0.86 [190263/460/1]
190263/477/1.f:PCLDCI_06530 -           1359 GH106.hmm            -            824   1.3e-87  299.3   7.8   1   1   2.1e-78   8.6e-76  260.2   4.5     4   652    42   884    39   940 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_04945 -           1296 GH106.hmm            -            824   3.1e-87  298.0  11.6   1   1   1.4e-81   5.6e-79  270.7   4.2     3   673    45   828    42   849 0.85 [190263/477/1]
190263/477/1.f:PCLDCI_05425 -           1285 GH106.hmm            -            824   5.5e-87  297.2   7.4   1   1     2e-88   8.1e-86  293.3   7.4    11   822    47  1014    36  1016 0.85 [190263/477/1]
190263/368/1.f:HPMDBE_01290 -           1037 GH106.hmm            -            824     7e-87  296.8   6.4   1   1   1.7e-74     7e-72  247.2   1.9     2   778    40   870    38   874 0.79 [190263/368/1]
190263/564/1.f:KIHMBJ_05040 -           1040 GH106.hmm            -            824   4.9e-86  294.0   0.0   1   1   3.4e-76   1.4e-73  252.8   0.0     6   652    35   716    31   736 0.87 [190263/564/1]
190263/556/1.f:EMIPPF_10905 -           1046 GH106.hmm            -            824   2.3e-84  288.5   0.0   1   1   6.3e-74   2.6e-71  245.4   0.0     2   670    38   733    36   751 0.83 [190263/556/1]
190263/477/1.f:PCLDCI_03135 -           1324 GH106.hmm            -            824   2.5e-84  288.4  10.8   1   1   1.9e-73   7.8e-71  243.7   5.1     4   670    59   837    55   864 0.86 [190263/477/1]
190263/477/1.f:PCLDCI_11395 -           1376 GH106.hmm            -            824   5.6e-84  287.2   5.1   1   1     7e-78   2.8e-75  258.4   1.1     5   652    44   868    41   918 0.87 [190263/477/1]
190263/388/1.f:FDDJJK_00925 -           1095 GH106.hmm            -            824   7.7e-83  283.5   0.2   1   1     2e-84     8e-82  280.1   0.2     2   654    37   707    35   733 0.85 [190263/388/1]
190263/477/1.f:PCLDCI_02955 -           1293 GH106.hmm            -            824   5.1e-82  280.8  10.7   1   1     3e-82   1.2e-79  272.9  10.7     3   788    47  1005    44  1028 0.85 [190263/477/1]
190263/456/1.f:LKAJBD_04780 -           1035 GH106.hmm            -            824   3.2e-81  278.1   0.2   1   1   1.7e-71   6.9e-69  237.3   0.0     4   659    31   708    29   725 0.89 [190263/456/1]
190263/477/1.f:PCLDCI_03050 -           1316 GH106.hmm            -            824   7.2e-81  276.9  14.1   1   1     1e-71   4.2e-69  238.0   7.3     3   662    40   827    37   878 0.87 [190263/477/1]
190263/391/1.f:NONBJF_00945 -           1095 GH106.hmm            -            824   8.5e-81  276.7   0.2   1   1   4.8e-82   1.9e-79  272.2   0.2     2   654    37   707    35   732 0.84 [190263/391/1]
190263/534/1.f:OHCFJE_01710 -           1095 GH106.hmm            -            824   8.5e-81  276.7   0.2   1   1   4.8e-82   1.9e-79  272.2   0.2     2   654    37   707    35   732 0.84 [190263/534/1]
190263/477/1.f:PCLDCI_07860 -           1095 GH106.hmm            -            824   5.3e-80  274.1  12.1   1   1   3.6e-74   1.5e-71  246.2   5.3     3   686    38   836    35   848 0.86 [190263/477/1]
190263/477/1.f:PCLDCI_02235 -           1294 GH106.hmm            -            824   7.1e-80  273.6  15.3   1   1   2.9e-80   1.2e-77  266.3  15.3     3   788    42   999    39  1004 0.85 [190263/477/1]
190263/477/1.f:PCLDCI_11420 -           1532 GH106.hmm            -            824     2e-79  272.1   2.3   1   1   1.7e-69   6.9e-67  230.7   0.0   129   654   412   951   405   977 0.82 [190263/477/1]
190263/477/1.f:PCLDCI_07810 -           1302 GH106.hmm            -            824   2.5e-79  271.9   8.2   1   1   4.9e-74     2e-71  245.7   3.3     3   674    44   828    41   865 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_07065 -           1265 GH106.hmm            -            824   3.2e-79  271.5  15.7   1   1   8.1e-81   3.3e-78  268.2  15.7    29   801    69   993    54  1006 0.87 [190263/477/1]
190263/564/1.f:KIHMBJ_03285 -            750 GH106.hmm            -            824   6.7e-78  267.1   0.0   1   1   2.1e-80   8.6e-78  266.8   0.0     4   647    23   748    20   750 0.89 [190263/564/1]
190263/564/1.f:KIHMBJ_06230 -            741 GH106.hmm            -            824   3.2e-76  261.6   0.0   1   1   1.2e-78   4.7e-76  261.0   0.0     4   651    26   738    24   741 0.89 [190263/564/1]
190263/540/1.f:BCGFLB_03950 -            745 GH106.hmm            -            824   2.4e-75  258.7   0.0   1   1   7.2e-78   2.9e-75  258.4   0.0     3   651    22   736    20   745 0.91 [190263/540/1]
190263/477/1.f:PCLDCI_04930 -           1290 GH106.hmm            -            824   6.9e-75  257.2   3.8   1   1   6.3e-62   2.6e-59  205.7   0.5     2   541    37   763    35   784 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_03015 -           1390 GH106.hmm            -            824   3.1e-73  251.7  13.3   1   1   1.1e-72   4.3e-70  241.3  13.3    11   822    50  1123    40  1124 0.80 [190263/477/1]
190263/540/1.f:BCGFLB_06290 -            777 GH106.hmm            -            824   1.6e-72  249.3   0.0   1   1   1.5e-74     6e-72  247.4   0.0     2   648    26   773    24   777 0.89 [190263/540/1]
190263/580/1.f:JCPJNN_07415 -            607 GH106.hmm            -            824   3.5e-71  244.9   0.0   1   1   2.3e-73   9.5e-71  243.5   0.0   207   822     8   602     6   603 0.85 [190263/580/1]
190263/556/1.f:EMIPPF_00515 -            708 GH106.hmm            -            824   6.1e-71  244.1   0.0   1   1   1.8e-73   7.5e-71  243.8   0.0     4   647    18   706    15   708 0.88 [190263/556/1]
190263/399/1.f:CDLIDF_03490 -            722 GH106.hmm            -            824   2.5e-70  242.1   0.0   1   1   7.1e-73   2.9e-70  241.9   0.0     3   647    25   720    22   722 0.91 [190263/399/1]
190263/477/1.f:PCLDCI_03040 -           1438 GH106.hmm            -            824   1.9e-69  239.2   2.2   1   1   2.9e-52   1.2e-49  173.7   0.0   137   651   378   899   370   942 0.82 [190263/477/1]
190263/477/1.f:PCLDCI_05455 -           1456 GH106.hmm            -            824   6.7e-69  237.3   2.9   1   1   1.5e-61   6.1e-59  204.4   0.0   113   675   492  1069   485  1109 0.80 [190263/477/1]
190263/477/1.f:PCLDCI_03005 -           1332 GH106.hmm            -            824     1e-68  236.8  12.9   1   1   6.1e-69   2.5e-66  228.9  12.9     3   791    40  1020    37  1036 0.84 [190263/477/1]
190263/477/1.f:PCLDCI_07025 -           1403 GH106.hmm            -            824   5.4e-68  234.4  17.4   1   1   8.4e-53   3.4e-50  175.5   1.0   146   674   358   898   346   931 0.76 [190263/477/1]
190263/564/1.f:KIHMBJ_06445 -            780 GH106.hmm            -            824   4.1e-67  231.4   0.0   1   1   4.2e-69   1.7e-66  229.4   0.0     4   647    39   778    36   780 0.87 [190263/564/1]
190263/477/1.f:PCLDCI_10230 -           1366 GH106.hmm            -            824   7.6e-67  230.6   0.5   1   1   5.6e-55   2.3e-52  182.7   0.1     2   530    39   758    37   792 0.87 [190263/477/1]
190263/477/1.f:PCLDCI_04920 -           1482 GH106.hmm            -            824   2.5e-66  228.8   0.6   1   1   1.3e-58   5.2e-56  194.7   0.1   132   650   380   921   333   949 0.82 [190263/477/1]
190263/564/1.f:KIHMBJ_07830 -           1075 GH106.hmm            -            824   4.6e-66  228.0   0.0   1   1   1.8e-55   7.4e-53  184.3   0.0     6   678    44   705    40   785 0.81 [190263/564/1]
190263/477/1.f:PCLDCI_03000 -           1463 GH106.hmm            -            824   7.2e-66  227.3   5.3   1   1   8.4e-62   3.4e-59  205.2   2.9   130   784   459  1176   436  1185 0.74 [190263/477/1]
190263/545/1.f:NCJBIN_01055 -            572 GH106.hmm            -            824   7.2e-65  224.0   0.7   1   1     6e-66   2.4e-63  219.0   0.7     2   502    37   572    35   572 0.88 [190263/545/1]
190263/540/1.f:BCGFLB_10780 -           1062 GH106.hmm            -            824   1.8e-63  219.4   0.0   1   1   7.6e-65   3.1e-62  215.3   0.0     3   667    36   745    33   760 0.82 [190263/540/1]
190263/477/1.f:PCLDCI_08830 -           1323 GH106.hmm            -            824   3.6e-63  218.4  19.7   1   1   1.9e-54   7.8e-52  180.9  11.6     4   661    45   821    42   851 0.83 [190263/477/1]
190263/379/1.f:LOJHAC_19545 -            779 GH106.hmm            -            824   1.1e-62  216.9   0.0   1   1   1.7e-64   6.9e-62  214.2   0.0     3   647    33   776    30   779 0.85 [190263/379/1]
190263/477/1.f:PCLDCI_07825 -           1344 GH106.hmm            -            824   3.6e-62  215.1  25.8   1   1   6.2e-61   2.5e-58  202.4  23.3     3   752    42   982    39   992 0.84 [190263/477/1]
190263/580/1.f:JCPJNN_07425 -           1005 GH106.hmm            -            824   5.3e-59  204.6   0.0   1   1   2.6e-61   1.1e-58  203.6   0.0     4   646     8   684     6   705 0.83 [190263/580/1]
190263/477/1.f:PCLDCI_04965 -           1564 GH106.hmm            -            824   4.6e-58  201.5   0.0   1   1     6e-40   2.4e-37  133.0   0.0   145   534   357   752   343   774 0.86 [190263/477/1]
190263/580/1.f:JCPJNN_00065 -            844 GH106.hmm            -            824   4.2e-53  185.1   0.0   1   2   2.1e-38   8.7e-36  127.8   0.0    56   507    51   584    20   594 0.84 [190263/580/1]
190263/580/1.f:JCPJNN_00065 -            844 GH106.hmm            -            824   4.2e-53  185.1   0.0   2   2   1.9e-16   7.8e-14   55.2   0.0   610   790   658   825   624   841 0.75 [190263/580/1]
190263/580/1.f:JCPJNN_29340 -           1041 GH106.hmm            -            824   6.8e-52  181.1   0.3   1   1   5.1e-51   2.1e-48  169.6   0.1     4   652    14   710    12   736 0.84 [190263/580/1]
190263/580/1.f:JCPJNN_30445 -            613 GH106.hmm            -            824   2.2e-51  179.4   0.0   1   1   3.7e-47   1.5e-44  156.8   0.0     2   502     5   513     3   521 0.86 [190263/580/1]
190263/540/1.f:BCGFLB_02840 -            725 GH106.hmm            -            824   4.7e-51  178.3   0.0   1   2   7.5e-23     3e-20   76.4   0.0    62   347    81   442    66   451 0.89 [190263/540/1]
190263/540/1.f:BCGFLB_02840 -            725 GH106.hmm            -            824   4.7e-51  178.3   0.0   2   2   6.1e-30   2.5e-27   99.9   0.0   385   646   459   721   447   724 0.89 [190263/540/1]
190263/580/1.f:JCPJNN_13615 -            611 GH106.hmm            -            824   3.4e-44  155.6   0.0   1   1   1.6e-46   6.4e-44  154.7   0.0   300   821    71   605    65   606 0.84 [190263/580/1]
190263/477/1.f:PCLDCI_03020 -           1184 GH106.hmm            -            824   2.7e-42  149.4   4.7   1   1   2.7e-36   1.1e-33  120.9   0.0   130   594   149   628   113   636 0.80 [190263/477/1]
190263/502/1.f:NONHGB_06555 -            187 GH106.hmm            -            824   3.8e-34  122.4   0.0   1   1   1.2e-35   4.9e-33  118.7   0.0   686   823     3   178     1   179 0.94 [190263/502/1]
190263/580/1.f:JCPJNN_21670 -            701 GH106.hmm            -            824   9.3e-34  121.1   0.0   1   1   7.2e-36   2.9e-33  119.5   0.0   131   621   182   682    65   692 0.81 [190263/580/1]
190263/546/1.f:GEHMID_04465 -            405 GH106.hmm            -            824   6.6e-31  111.7   0.0   1   1   3.5e-33   1.4e-30  110.6   0.0   389   794     2   379     1   401 0.81 [190263/546/1]
190263/546/1.f:GEHMID_02775 -            765 GH106.hmm            -            824   2.1e-29  106.7   0.0   1   1   2.1e-28   8.7e-26   94.7   0.0    19   475    16   472     3   490 0.83 [190263/546/1]
190263/409/1.f:AJJCMD_21755 -            755 GH106.hmm            -            824   7.5e-25   91.7   0.1   1   1   1.2e-25   4.7e-23   85.7   0.0    20   474    11   465     7   484 0.84 [190263/409/1]
190263/546/1.f:GEHMID_04470 -            489 GH106.hmm            -            824   6.1e-18   68.8   0.0   1   1   1.7e-20   7.1e-18   68.6   0.0    56   267    51   352    18   450 0.81 [190263/546/1]
190263/477/1.f:PCLDCI_03185 -            374 GH106.hmm            -            824   1.7e-16   64.0   1.0   1   1   1.2e-17   4.8e-15   59.2   1.0   594   786    40   287    36   313 0.74 [190263/477/1]
190263/502/1.f:NONHGB_20680 -            594 GH106.hmm            -            824   1.4e-15   61.0   0.0   1   1   5.9e-18   2.4e-15   60.2   0.0   690   780    78   168    66   174 0.89 [190263/502/1]
190263/405/1.f:EHKDKA_22540 -            594 GH106.hmm            -            824   1.7e-14   57.4   0.0   1   1   6.3e-17   2.5e-14   56.8   0.0   690   780    78   168    66   174 0.89 [190263/405/1]
190263/366/1.f:DBJPFP_00335 -            594 GH106.hmm            -            824   1.9e-14   57.2   0.0   1   1   6.9e-17   2.8e-14   56.7   0.0   691   780    79   168    59   174 0.90 [190263/366/1]
190263/562/1.f:KJGNCK_06735 -            597 GH106.hmm            -            824   3.6e-14   56.3   0.0   1   1   1.4e-16   5.8e-14   55.6   0.0   690   780    78   168    68   174 0.88 [190263/562/1]
190263/552/1.f:EMALNL_03615 -            598 GH106.hmm            -            824   5.3e-14   55.8   0.0   1   1   2.1e-16   8.4e-14   55.1   0.0   690   780    78   168    61   174 0.88 [190263/552/1]
190263/585/1.f:DLBDDB_05475 -            598 GH106.hmm            -            824     6e-14   55.6   0.0   1   1   2.4e-16   9.7e-14   54.9   0.0   690   780    78   168    61   174 0.88 [190263/585/1]
190263/475/1.f:MCKEEP_03765 -            598 GH106.hmm            -            824   6.2e-14   55.5   0.0   1   1   2.4e-16   9.7e-14   54.9   0.0   690   780    78   168    61   174 0.88 [190263/475/1]
190263/369/1.f:JCDIFE_05140 -            604 GH106.hmm            -            824   6.7e-14   55.4   0.0   1   1   3.2e-16   1.3e-13   54.5   0.0   695   779    93   177    81   181 0.90 [190263/369/1]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /kb/module/work/tmp/output.1725388484971/GH106/GH106.hmm
# Target file:     /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta
# Option settings: /kb/module/hmmer/bin/hmmsearch --domtblout /kb/module/work/tmp/output.1725388484971/GH106/GH106-hCom2_RAST.hitout.txt --noali --notextw --domE 1e-15 /kb/module/work/tmp/output.1725388484971/GH106/GH106.hmm /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta 
# Current dir:     /kb/module/work/tmp/output.1725388484971
# Date:            Tue Sep  3 18:55:18 2024
# [ok]
