,GH1,GH2,GH3,GH4,GH5,GH5_1,GH5_2,GH5_4,GH5_5,GH5_7,GH5_8,GH5_9,GH5_10,GH5_13,GH5_14,GH5_18,GH5_19,GH5_20,GH5_21,GH5_22,GH5_25,GH5_26,GH5_27,GH5_28,GH5_29,GH5_36,GH5_37,GH5_38,GH5_39,GH5_44,GH5_45,GH5_46,GH5_47,GH5_50,GH5_52,GH5_54,GH5_55,GH5_56,GH8,GH9,GH10,GH11,GH13,GH13_1,GH13_2,GH13_3,GH13_4,GH13_5,GH13_6,GH13_7,GH13_8,GH13_9,GH13_10,GH13_11,GH13_12,GH13_13,GH13_14,GH13_15,GH13_16,GH13_17,GH13_18,GH13_19,GH13_20,GH13_21,GH13_23,GH13_24,GH13_27,GH13_28,GH13_29,GH13_30,GH13_31,GH13_32,GH13_33,GH13_35,GH13_36,GH13_37,GH13_38,GH13_39,GH13_40,GH13_41,GH13_42,GH14,GH15,GH16,GH16_3,GH16_4,GH16_5,GH16_6,GH16_7,GH16_8,GH16_11,GH16_12,GH16_13,GH16_14,GH16_16,GH16_21,GH16_24,GH16_25,GH16_26,GH18,GH20,GH23,GH24,GH25,GH26,GH27,GH28,GH29,GH30,GH30_1,GH30_2,GH30_3,GH30_4,GH30_5,GH30_6,GH30_7,GH30_8,GH30_9,GH31,GH32,GH33,GH35,GH36,GH37,GH38,GH39,GH42,GH43,GH43_1,GH43_2,GH43_3,GH43_4,GH43_5,GH43_6,GH43_7,GH43_8,GH43_9,GH43_10,GH43_11,GH43_12,GH43_13,GH43_14,GH43_15,GH43_16,GH43_17,GH43_18,GH43_19,GH43_20,GH43_21,GH43_22,GH43_23,GH43_24,GH43_26,GH43_27,GH43_28,GH43_29,GH43_30,GH43_31,GH43_32,GH43_33,GH43_34,GH43_35,GH43_36,GH43_37,GH44,GH46,GH48,GH49,GH50,GH51,GH52,GH53,GH55,GH57,GH59,GH63,GH64,GH65,GH66,GH67,GH68,GH73,GH74,GH76,GH77,GH78,GH79,GH81,GH84,GH85,GH86,GH88,GH89,GH91,GH92,GH93,GH94,GH95,GH97,GH98,GH99,GH101,GH102,GH103,GH105,GH106,GH108,GH109,GH110,GH112,GH113,GH115,GH116,GH117,GH120,GH121,GH123,GH124,GH125,GH127,GH128,GH129,GH130,GH133,GH136,GH137,GH138,GH139,GH140,GH141,GH142,GH143,GH144,GH146,GH147,GH148,GH151,GH154,GH156,GH158,GH159,GH161,GH163,GH164,GH165,GH166,GH170,GH171,GT1,GT2_Glycos_transf_2,GT2_Glyco_tranf_2_3,GT2_Glyco_tranf_2_5,GT3,GT4,GT5,GT6,GT8,GT9,GT10,GT11,GT14,GT17,GT19,GT20,GT22,GT23,GT25,GT26,GT28,GT30,GT35,GT39,GT51,GT56,GT66,GT80,GT83,GT84,GT100,GT101,GT104,GT107,GT108,GT111,GT113,CBM4,CBM6,CBM9,CBM22,CBM23,CBM27,CBM32,CBM34,CBM35,CBM35inCE17,CBM37,CBM38,CBM40,CBM51,CBM57,CBM58,CBM61,CBM62,CBM65,CBM66,CBM67,CBM70,CBM74,CBM75,CBM76,CBM77,CBM78,CBM79,CBM80,CBM82,CBM83,CBM86,CE1,CE2,CE3,CE4,CE6,CE7,CE8,CE9,CE11,CE12,CE15,CE17,CE19,PL1,PL1_2,PL1_5,PL1_7,PL6,PL6_1,PL6_2,PL7,PL7_1,PL8,PL8_1,PL8_2,PL8_3,PL9,PL9_1,PL9_2,PL9_3,PL10,PL10_1,PL10_2,PL10_3,PL11,PL11_1,PL11_2,PL12,PL12_1,PL12_2,PL12_3,PL13,PL15,PL15_2,PL17,PL17_1,PL17_2,PL21,PL21_1,PL22,PL26,PL27,PL29,PL30,PL33,PL33_1,PL33_2,PL35,PL37,PL38,PL40,PL42,AA1,AA1_2,AA1_3,AA3,AA4,AA7
Bacteroides-pectinophilus-ATCC-43243-MAF-2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,3,0,1,1,0,0,0,1,1,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides-plebeius-DSM-17135-MAF-2,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,1,0,1,1,2,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,1,1,0,2,0,0,0,3,1,0,1,0,0,0,1,1,1,2,1,0,0,0,1,0,7,0,0,1,2,4,7,9,4,1,1,1,3,3,1,1,0,0,3,2,2,2,2,0,0,0,1,19,2,7,9,2,2,1,1,4,7,7,6,6,5,6,3,6,2,1,9,1,0,2,0,2,1,0,0,6,2,5,2,0,11,3,2,1,0,0,0,3,1,3,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,4,0,0,1,0,2,4,1,0,8,0,0,3,9,0,0,0,0,0,6,5,0,2,1,0,0,3,0,1,0,0,1,0,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,9,0,0,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,1,6,0,0,0,2,2,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Bacteroides-rodentium-DSM-26882-MAF-2,0,20,18,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,5,1,1,1,0,0,0,0,1,2,3,2,2,1,4,0,1,0,0,0,2,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,2,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,1,3,4,2,2,2,2,0,0,0,1,0,1,5,5,1,2,2,0,2,0,1,19,1,7,12,3,4,1,1,6,8,6,4,4,3,4,2,7,2,1,8,1,0,2,0,4,4,0,2,9,6,6,3,4,12,4,2,1,0,0,0,0,1,5,0,2,3,1,0,2,0,1,0,1,0,1,0,3,1,1,0,0,1,0,0,5,2,0,14,0,1,1,8,0,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,12,2,0,1,7,1,0,0,1,0,1,1,0,1,0,0,0,0,2,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Bacteroides-sp-1-1-6-MAF-2,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,1,1,1,1,1,3,2,2,3,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,2,3,1,2,0,3,0,0,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1,0,4,8,8,3,2,1,2,1,1,2,2,2,1,6,4,3,4,2,0,2,0,1,26,1,5,16,4,4,3,2,10,12,12,5,7,2,5,1,6,2,3,9,3,0,3,1,8,8,3,1,11,8,9,6,3,21,2,4,3,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,3,0,8,1,6,0,0,1,0,0,4,3,0,23,1,0,4,9,0,1,0,0,0,7,3,0,5,2,0,0,2,1,0,0,0,1,0,2,6,0,0,4,1,0,1,1,1,1,2,1,1,1,7,0,0,0,3,0,0,1,0,1,0,0,0,0,1,1,17,0,0,1,7,1,0,1,1,0,1,4,0,1,0,0,0,0,0,1,1,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,3,1,4,0,0,1,3,5,0,0,0,0,0,0,0,3,0,2,1,2,2,0,2,1,1,0,0,2,2,2,2,0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0
Bacteroides-sp-2-1-16-MAF-2,0,16,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,1,0,1,1,2,3,1,2,2,2,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,2,3,0,8,0,0,0,0,0,0,0,0,0,0,4,2,2,3,2,0,1,0,0,9,0,1,4,1,1,1,1,3,4,3,1,1,1,1,0,1,1,0,2,0,0,0,0,1,5,2,2,3,3,3,2,1,5,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,3,1,2,0,0,1,0,0,1,1,0,9,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,1,0,2,5,0,0,2,1,0,0,0,0,0,1,1,0,2,5,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,11,0,0,1,8,1,0,3,0,1,2,0,0,1,0,0,0,0,1,1,1,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Bacteroides-sp-2-1-22-MAF-2,0,22,18,0,3,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1,1,0,0,0,1,0,1,2,3,2,2,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,2,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,1,1,8,4,2,1,1,1,0,0,0,1,2,1,6,3,4,3,3,0,1,0,3,21,2,6,10,1,2,1,0,6,9,10,6,7,4,5,2,5,0,5,7,3,0,2,1,2,7,3,2,9,5,7,4,0,13,2,3,1,0,0,0,0,4,4,0,0,0,1,0,0,0,1,1,1,0,2,0,8,1,9,0,0,0,0,0,6,3,0,17,0,0,4,8,1,1,0,0,0,7,2,0,4,0,0,0,2,0,2,0,0,1,0,3,4,0,0,6,1,0,1,1,1,2,1,1,1,1,4,0,0,0,4,0,1,0,0,2,0,2,0,0,1,0,7,1,1,1,3,0,1,0,2,0,2,0,0,1,0,0,0,0,1,1,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,3,1,4,0,0,1,2,4,0,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,1,0,0,5,5,5,1,0,2,0,1,3,3,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0
Bacteroides-sp-3-1-19-MAF-2,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,1,2,1,1,1,2,1,3,2,4,0,2,1,0,0,3,4,2,0,0,0,1,1,3,2,0,1,5,3,1,3,2,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,1,2,2,2,2,0,0,0,1,1,2,3,1,1,1,2,0,0,0,0,6,0,1,3,0,1,0,0,3,2,2,1,1,0,1,0,1,1,0,2,0,0,0,0,1,3,0,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,10,0,0,1,0,0,0,0,0,13,0,0,1,3,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,1,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,1,0,1,8,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides-sp-9-1-42FAA-MAF-2,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,0,1,0,1,1,2,1,1,1,2,0,1,0,0,0,2,2,1,0,0,0,0,0,1,2,0,0,2,1,1,1,0,2,0,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,18,9,2,0,0,0,2,2,1,0,0,0,3,1,2,2,1,0,0,1,1,22,1,4,13,3,3,1,1,9,14,13,11,11,6,10,2,3,2,5,8,2,0,2,0,3,3,0,0,6,5,7,4,2,15,1,6,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,0,1,0,1,0,0,1,6,0,0,1,0,0,5,2,0,11,0,0,5,8,0,0,0,0,0,7,6,0,3,1,0,0,4,0,0,0,0,1,0,0,8,0,0,1,1,1,1,1,1,2,2,1,1,1,9,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,11,1,0,1,10,1,0,1,1,0,2,0,0,1,1,0,1,0,5,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2,1,5,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Bacteroides-sp-D2-MAF-2,0,37,25,0,7,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,3,3,0,0,1,0,0,3,0,0,2,0,1,2,0,5,1,1,1,0,0,1,0,1,2,3,2,1,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,2,0,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,12,0,1,1,2,2,15,3,3,2,2,2,1,1,1,1,1,1,6,4,4,5,3,0,1,0,2,30,2,8,14,5,6,3,1,9,12,12,8,9,4,7,2,7,1,5,6,3,0,3,0,5,6,1,3,12,6,7,4,1,21,4,6,2,0,0,0,0,3,5,0,2,0,1,0,0,0,1,1,1,0,1,0,6,1,13,0,0,0,0,0,9,4,0,21,0,0,9,8,1,0,0,0,0,14,3,0,5,0,0,0,5,0,0,0,0,1,0,3,5,0,0,9,1,0,1,1,1,2,1,1,1,2,5,2,0,0,2,0,0,0,0,2,0,0,0,0,1,1,7,0,0,1,5,1,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,4,3,1,7,0,0,1,5,9,0,0,1,2,1,0,0,3,0,3,0,1,1,0,1,1,1,0,0,6,6,6,1,0,2,0,1,3,3,1,0,1,0,0,0,1,1,1,0,1,1,1,2,0,5,1,1,0,0,0,0,0,0
Bacteroides-stercoris-ATCC-43183-MAF-2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,2,0,0,0,0,0,1,1,2,1,2,1,2,0,3,2,0,0,4,3,3,0,0,0,3,2,3,1,0,2,4,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,6,0,0,3,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,5,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,1,1,0,0,1,1,1,3,0,4,0,1,5,5,0,0,0,2,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Bacteroides-thetaiotaomicron-VPI-5482-MAF-2,0,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,1,1,1,1,1,3,2,2,3,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,2,3,1,2,0,3,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,1,0,5,8,9,3,2,1,2,1,1,2,2,2,1,6,4,2,3,2,0,2,0,1,26,1,5,17,4,4,3,2,10,12,12,5,7,2,5,1,6,2,3,9,3,0,3,1,8,8,3,1,11,8,9,6,3,21,2,4,3,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,1,0,1,0,10,1,6,0,0,1,0,0,4,3,0,24,1,0,5,10,0,1,0,0,0,7,3,0,5,2,0,0,2,1,0,0,0,1,0,3,6,0,0,4,1,0,1,1,1,1,2,1,1,1,7,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,17,0,0,1,6,1,0,1,1,0,0,3,0,1,0,0,0,1,0,1,1,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,3,1,4,0,0,1,3,5,0,0,0,0,0,0,0,3,0,2,1,2,2,0,2,1,1,0,0,1,1,1,2,0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0
Bacteroides-uniformis-ATCC-8492-MAF-2,0,23,24,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,6,2,1,2,0,0,0,0,1,2,3,2,2,1,5,0,1,0,0,0,3,1,1,0,0,0,1,0,1,2,0,0,1,1,1,1,0,4,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,3,0,2,2,3,2,2,2,1,0,0,1,0,1,6,4,1,1,1,0,2,0,1,16,0,3,8,1,1,1,1,5,6,3,2,2,1,2,2,5,2,1,5,1,0,2,0,3,5,0,4,7,6,6,3,4,11,1,1,1,0,0,0,0,0,3,0,1,2,1,0,3,0,1,1,0,0,1,0,5,1,2,0,0,1,0,0,1,0,0,10,0,1,1,10,0,0,0,0,0,2,0,0,3,0,0,0,1,3,0,0,0,0,0,7,3,0,0,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,11,2,1,1,6,1,0,0,1,0,1,1,0,1,1,0,0,0,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bacteroides-vulgatus-ATCC-8482,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,1,2,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,13,10,5,3,2,3,3,2,2,1,1,0,4,1,2,1,1,0,0,0,1,18,2,5,10,3,3,1,1,5,11,6,5,6,3,5,1,4,2,4,7,2,0,2,0,1,2,0,0,6,4,5,3,1,12,2,3,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,5,0,0,1,0,0,3,1,0,9,0,0,4,8,0,0,0,0,0,8,4,0,5,2,0,0,3,0,0,0,0,1,0,0,5,0,0,2,1,1,1,1,1,2,2,1,1,0,6,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,6,1,0,1,11,1,0,0,1,0,2,2,0,1,1,0,1,0,4,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2,1,5,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Bacteroides-xylanisolvens-DSMZ-18836-MAF-2,0,23,14,0,3,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,1,1,0,0,0,1,0,1,2,3,2,2,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,1,2,9,4,1,1,1,1,0,0,0,0,0,1,5,2,4,2,5,0,1,0,3,23,2,7,13,4,4,2,0,6,8,10,5,6,4,4,1,6,0,5,8,3,0,2,1,1,8,3,2,10,5,8,5,0,16,3,3,1,0,0,0,0,3,4,0,0,0,1,0,0,0,1,1,1,0,1,0,7,1,8,0,0,0,0,0,5,4,2,17,0,0,4,7,0,1,0,0,0,7,3,0,4,0,0,0,1,0,2,0,0,1,0,3,3,0,0,6,1,0,1,1,1,2,2,1,1,3,3,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,8,1,0,1,7,1,0,1,2,0,3,0,0,1,0,0,0,0,2,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,2,3,1,4,0,0,1,2,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,4,4,4,2,0,2,0,1,3,3,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0
Bifidobacterium-breve-DSM-20213-MAF-2,1,2,5,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,3,0,0,0,1,1,4,3,1,3,6,1,3,3,1,0,4,4,3,1,0,1,3,3,3,2,0,3,5,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
